arm,available,collisions,condition,cost,decisions,endpoint,exhausted,family_id,history_id,house,legacy_label,model,parent_family_id,path,planned,premature_stop,rank,ready_at_stop,seed,status,stopped,stratum,task_id
ORIGINAL,True,0,34,0.118,59,main,False,ABSENT_bb4203d7cca2a519f091,seen_sham,2azQ1b91cZZ,PASS,ORIGINAL_1211,IDENT_964dd69c3808373dfa09,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu2_001/rollouts/0204,True,False,204,True,1211,PASS,True,terminal_absent,task_A
REPAIR,True,0,34,0.186,93,main,False,ABSENT_bb4203d7cca2a519f091,seen_sham,2azQ1b91cZZ,PASS,REPAIR_1211,IDENT_964dd69c3808373dfa09,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu2_001/rollouts/0205,True,False,205,True,1211,PASS,True,terminal_absent,task_A
ORIGINAL,True,0,34,0.154,77,main,False,ABSENT_bb4203d7cca2a519f091,seen_sham,2azQ1b91cZZ,PASS,ORIGINAL_1209,IDENT_964dd69c3808373dfa09,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu2_001/rollouts/0206,True,False,206,True,1209,PASS,True,terminal_absent,task_A
REPAIR,True,0,34,0.314,157,main,False,ABSENT_bb4203d7cca2a519f091,seen_sham,2azQ1b91cZZ,PASS,REPAIR_1209,IDENT_964dd69c3808373dfa09,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu2_001/rollouts/0207,True,False,207,True,1209,PASS,True,terminal_absent,task_A
ORIGINAL,True,0,34,0.286,143,main,False,ABSENT_bb4203d7cca2a519f091,seen_sham,2azQ1b91cZZ,PASS,ORIGINAL_1210,IDENT_964dd69c3808373dfa09,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu2_001/rollouts/0208,True,False,208,True,1210,PASS,True,terminal_absent,task_A
REPAIR,True,0,34,0.39,195,main,False,ABSENT_bb4203d7cca2a519f091,seen_sham,2azQ1b91cZZ,PASS,REPAIR_1210,IDENT_964dd69c3808373dfa09,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu2_001/rollouts/0209,True,False,209,True,1210,PASS,True,terminal_absent,task_A
REPAIR,True,0,35,0.146,73,control,False,ABSENT_bb4203d7cca2a519f091,seen_sham,2azQ1b91cZZ,PASS,REPAIR_1211,IDENT_964dd69c3808373dfa09,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu3_001/rollouts/0210,True,False,210,True,1211,PASS,True,terminal_absent,task_T
ORIGINAL,True,0,35,1.0,53,control,False,ABSENT_bb4203d7cca2a519f091,seen_sham,2azQ1b91cZZ,FAIL,ORIGINAL_1209,IDENT_964dd69c3808373dfa09,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu3_001/rollouts/0211,True,True,211,False,1209,FAIL,True,terminal_absent,task_T
REPAIR,True,0,35,1.0,53,control,False,ABSENT_bb4203d7cca2a519f091,seen_sham,2azQ1b91cZZ,FAIL,REPAIR_1209,IDENT_964dd69c3808373dfa09,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu3_001/rollouts/0212,True,True,212,False,1209,FAIL,True,terminal_absent,task_T
ORIGINAL,True,0,35,1.0,91,control,False,ABSENT_bb4203d7cca2a519f091,seen_sham,2azQ1b91cZZ,FAIL,ORIGINAL_1210,IDENT_964dd69c3808373dfa09,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu3_001/rollouts/0213,True,True,213,False,1210,FAIL,True,terminal_absent,task_T
REPAIR,True,0,35,1.0,91,control,False,ABSENT_bb4203d7cca2a519f091,seen_sham,2azQ1b91cZZ,FAIL,REPAIR_1210,IDENT_964dd69c3808373dfa09,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu3_001/rollouts/0214,True,True,214,False,1210,FAIL,True,terminal_absent,task_T
ORIGINAL,True,0,35,0.146,73,control,False,ABSENT_bb4203d7cca2a519f091,seen_sham,2azQ1b91cZZ,PASS,ORIGINAL_1211,IDENT_964dd69c3808373dfa09,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu3_001/rollouts/0215,True,False,215,True,1211,PASS,True,terminal_absent,task_T
ORIGINAL,True,0,36,1.0,53,main,False,ABSENT_bb4203d7cca2a519f091,missing,2azQ1b91cZZ,FAIL,ORIGINAL_1209,IDENT_964dd69c3808373dfa09,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu4_001/rollouts/0216,True,True,216,False,1209,FAIL,True,terminal_absent,task_A
REPAIR,True,0,36,1.0,53,main,False,ABSENT_bb4203d7cca2a519f091,missing,2azQ1b91cZZ,FAIL,REPAIR_1209,IDENT_964dd69c3808373dfa09,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu4_001/rollouts/0217,True,True,217,False,1209,FAIL,True,terminal_absent,task_A
ORIGINAL,True,0,36,1.0,89,main,False,ABSENT_bb4203d7cca2a519f091,missing,2azQ1b91cZZ,FAIL,ORIGINAL_1210,IDENT_964dd69c3808373dfa09,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu4_001/rollouts/0218,True,True,218,False,1210,FAIL,True,terminal_absent,task_A
REPAIR,True,0,36,1.0,97,main,False,ABSENT_bb4203d7cca2a519f091,missing,2azQ1b91cZZ,FAIL,REPAIR_1210,IDENT_964dd69c3808373dfa09,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu4_001/rollouts/0219,True,True,219,False,1210,FAIL,True,terminal_absent,task_A
ORIGINAL,True,0,36,1.0,95,main,False,ABSENT_bb4203d7cca2a519f091,missing,2azQ1b91cZZ,FAIL,ORIGINAL_1211,IDENT_964dd69c3808373dfa09,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu4_001/rollouts/0220,True,True,220,False,1211,FAIL,True,terminal_absent,task_A
REPAIR,True,0,36,1.0,95,main,False,ABSENT_bb4203d7cca2a519f091,missing,2azQ1b91cZZ,FAIL,REPAIR_1211,IDENT_964dd69c3808373dfa09,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu4_001/rollouts/0221,True,True,221,False,1211,FAIL,True,terminal_absent,task_A
REPAIR,True,0,37,1.0,55,control,False,ABSENT_bb4203d7cca2a519f091,missing,2azQ1b91cZZ,FAIL,REPAIR_1209,IDENT_964dd69c3808373dfa09,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu5_001/rollouts/0222,True,True,222,False,1209,FAIL,True,terminal_absent,task_T
ORIGINAL,True,0,37,1.0,95,control,False,ABSENT_bb4203d7cca2a519f091,missing,2azQ1b91cZZ,FAIL,ORIGINAL_1210,IDENT_964dd69c3808373dfa09,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu5_001/rollouts/0223,True,True,223,False,1210,FAIL,True,terminal_absent,task_T
REPAIR,True,0,37,1.0,95,control,False,ABSENT_bb4203d7cca2a519f091,missing,2azQ1b91cZZ,FAIL,REPAIR_1210,IDENT_964dd69c3808373dfa09,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu5_001/rollouts/0224,True,True,224,False,1210,FAIL,True,terminal_absent,task_T
ORIGINAL,True,0,37,0.146,73,control,False,ABSENT_bb4203d7cca2a519f091,missing,2azQ1b91cZZ,PASS,ORIGINAL_1211,IDENT_964dd69c3808373dfa09,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu5_001/rollouts/0225,True,False,225,True,1211,PASS,True,terminal_absent,task_T
REPAIR,True,0,37,0.146,73,control,False,ABSENT_bb4203d7cca2a519f091,missing,2azQ1b91cZZ,PASS,REPAIR_1211,IDENT_964dd69c3808373dfa09,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu5_001/rollouts/0226,True,False,226,True,1211,PASS,True,terminal_absent,task_T
ORIGINAL,True,0,37,1.0,55,control,False,ABSENT_bb4203d7cca2a519f091,missing,2azQ1b91cZZ,FAIL,ORIGINAL_1209,IDENT_964dd69c3808373dfa09,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu5_001/rollouts/0227,True,True,227,False,1209,FAIL,True,terminal_absent,task_T
ORIGINAL,True,0,38,1.0,89,main,False,ABSENT_bb4203d7cca2a519f091,missing_sham,2azQ1b91cZZ,FAIL,ORIGINAL_1210,IDENT_964dd69c3808373dfa09,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu6_001/rollouts/0228,True,True,228,False,1210,FAIL,True,terminal_absent,task_A
REPAIR,True,0,38,1.0,97,main,False,ABSENT_bb4203d7cca2a519f091,missing_sham,2azQ1b91cZZ,FAIL,REPAIR_1210,IDENT_964dd69c3808373dfa09,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu6_001/rollouts/0229,True,True,229,False,1210,FAIL,True,terminal_absent,task_A
ORIGINAL,True,0,38,1.0,95,main,False,ABSENT_bb4203d7cca2a519f091,missing_sham,2azQ1b91cZZ,FAIL,ORIGINAL_1211,IDENT_964dd69c3808373dfa09,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu6_001/rollouts/0230,True,True,230,False,1211,FAIL,True,terminal_absent,task_A
REPAIR,True,0,38,1.0,95,main,False,ABSENT_bb4203d7cca2a519f091,missing_sham,2azQ1b91cZZ,FAIL,REPAIR_1211,IDENT_964dd69c3808373dfa09,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu6_001/rollouts/0231,True,True,231,False,1211,FAIL,True,terminal_absent,task_A
ORIGINAL,True,0,38,1.0,53,main,False,ABSENT_bb4203d7cca2a519f091,missing_sham,2azQ1b91cZZ,FAIL,ORIGINAL_1209,IDENT_964dd69c3808373dfa09,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu6_001/rollouts/0232,True,True,232,False,1209,FAIL,True,terminal_absent,task_A
REPAIR,True,0,38,1.0,53,main,False,ABSENT_bb4203d7cca2a519f091,missing_sham,2azQ1b91cZZ,FAIL,REPAIR_1209,IDENT_964dd69c3808373dfa09,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu6_001/rollouts/0233,True,True,233,False,1209,FAIL,True,terminal_absent,task_A
REPAIR,True,0,39,1.0,95,control,False,ABSENT_bb4203d7cca2a519f091,missing_sham,2azQ1b91cZZ,FAIL,REPAIR_1210,IDENT_964dd69c3808373dfa09,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu7_001/rollouts/0234,True,True,234,False,1210,FAIL,True,terminal_absent,task_T
ORIGINAL,True,0,39,0.146,73,control,False,ABSENT_bb4203d7cca2a519f091,missing_sham,2azQ1b91cZZ,PASS,ORIGINAL_1211,IDENT_964dd69c3808373dfa09,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu7_001/rollouts/0235,True,False,235,True,1211,PASS,True,terminal_absent,task_T
REPAIR,True,0,39,0.146,73,control,False,ABSENT_bb4203d7cca2a519f091,missing_sham,2azQ1b91cZZ,PASS,REPAIR_1211,IDENT_964dd69c3808373dfa09,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu7_001/rollouts/0236,True,False,236,True,1211,PASS,True,terminal_absent,task_T
ORIGINAL,True,0,39,1.0,55,control,False,ABSENT_bb4203d7cca2a519f091,missing_sham,2azQ1b91cZZ,FAIL,ORIGINAL_1209,IDENT_964dd69c3808373dfa09,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu7_001/rollouts/0237,True,True,237,False,1209,FAIL,True,terminal_absent,task_T
REPAIR,True,0,39,1.0,55,control,False,ABSENT_bb4203d7cca2a519f091,missing_sham,2azQ1b91cZZ,FAIL,REPAIR_1209,IDENT_964dd69c3808373dfa09,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu7_001/rollouts/0238,True,True,238,False,1209,FAIL,True,terminal_absent,task_T
ORIGINAL,True,0,39,1.0,95,control,False,ABSENT_bb4203d7cca2a519f091,missing_sham,2azQ1b91cZZ,FAIL,ORIGINAL_1210,IDENT_964dd69c3808373dfa09,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu7_001/rollouts/0239,True,True,239,False,1210,FAIL,True,terminal_absent,task_T
ORIGINAL,True,0,40,1.0,288,main,False,ABSENT_cd271e18428318abb7b6,seen,2azQ1b91cZZ,FAIL,ORIGINAL_1211,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu0_001/rollouts/0240,True,True,240,False,1211,FAIL,True,terminal_absent,task_A
REPAIR,True,0,40,1.0,292,main,False,ABSENT_cd271e18428318abb7b6,seen,2azQ1b91cZZ,FAIL,REPAIR_1211,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu0_001/rollouts/0241,True,True,241,False,1211,FAIL,True,terminal_absent,task_A
ORIGINAL,True,0,40,0.186,93,main,False,ABSENT_cd271e18428318abb7b6,seen,2azQ1b91cZZ,PASS,ORIGINAL_1209,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu0_001/rollouts/0242,True,False,242,True,1209,PASS,True,terminal_absent,task_A
REPAIR,True,0,40,0.186,93,main,False,ABSENT_cd271e18428318abb7b6,seen,2azQ1b91cZZ,PASS,REPAIR_1209,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu0_001/rollouts/0243,True,False,243,True,1209,PASS,True,terminal_absent,task_A
ORIGINAL,True,0,40,0.296,148,main,False,ABSENT_cd271e18428318abb7b6,seen,2azQ1b91cZZ,PASS,ORIGINAL_1210,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu0_001/rollouts/0244,True,False,244,True,1210,PASS,True,terminal_absent,task_A
REPAIR,True,0,40,0.296,148,main,False,ABSENT_cd271e18428318abb7b6,seen,2azQ1b91cZZ,PASS,REPAIR_1210,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu0_001/rollouts/0245,True,False,245,True,1210,PASS,True,terminal_absent,task_A
REPAIR,True,0,41,1.0,138,control,False,ABSENT_cd271e18428318abb7b6,seen,2azQ1b91cZZ,FAIL,REPAIR_1211,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu1_001/rollouts/0246,True,True,246,False,1211,FAIL,True,terminal_absent,task_T
ORIGINAL,True,0,41,0.118,59,control,False,ABSENT_cd271e18428318abb7b6,seen,2azQ1b91cZZ,PASS,ORIGINAL_1209,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu1_001/rollouts/0247,True,False,247,True,1209,PASS,True,terminal_absent,task_T
REPAIR,True,0,41,0.118,59,control,False,ABSENT_cd271e18428318abb7b6,seen,2azQ1b91cZZ,PASS,REPAIR_1209,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu1_001/rollouts/0248,True,False,248,True,1209,PASS,True,terminal_absent,task_T
ORIGINAL,True,0,41,0.322,161,control,False,ABSENT_cd271e18428318abb7b6,seen,2azQ1b91cZZ,PASS,ORIGINAL_1210,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu1_001/rollouts/0249,True,False,249,True,1210,PASS,True,terminal_absent,task_T
REPAIR,True,0,41,0.322,161,control,False,ABSENT_cd271e18428318abb7b6,seen,2azQ1b91cZZ,PASS,REPAIR_1210,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu1_001/rollouts/0250,True,False,250,True,1210,PASS,True,terminal_absent,task_T
ORIGINAL,True,0,41,1.0,138,control,False,ABSENT_cd271e18428318abb7b6,seen,2azQ1b91cZZ,FAIL,ORIGINAL_1211,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu1_001/rollouts/0251,True,True,251,False,1211,FAIL,True,terminal_absent,task_T
ORIGINAL,True,0,42,0.186,93,main,False,ABSENT_cd271e18428318abb7b6,seen_sham,2azQ1b91cZZ,PASS,ORIGINAL_1209,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu2_001/rollouts/0252,True,False,252,True,1209,PASS,True,terminal_absent,task_A
REPAIR,True,0,42,0.186,93,main,False,ABSENT_cd271e18428318abb7b6,seen_sham,2azQ1b91cZZ,PASS,REPAIR_1209,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu2_001/rollouts/0253,True,False,253,True,1209,PASS,True,terminal_absent,task_A
ORIGINAL,True,0,42,0.296,148,main,False,ABSENT_cd271e18428318abb7b6,seen_sham,2azQ1b91cZZ,PASS,ORIGINAL_1210,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu2_001/rollouts/0254,True,False,254,True,1210,PASS,True,terminal_absent,task_A
REPAIR,True,0,42,0.296,148,main,False,ABSENT_cd271e18428318abb7b6,seen_sham,2azQ1b91cZZ,PASS,REPAIR_1210,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu2_001/rollouts/0255,True,False,255,True,1210,PASS,True,terminal_absent,task_A
ORIGINAL,True,0,42,1.0,288,main,False,ABSENT_cd271e18428318abb7b6,seen_sham,2azQ1b91cZZ,FAIL,ORIGINAL_1211,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu2_001/rollouts/0256,True,True,256,False,1211,FAIL,True,terminal_absent,task_A
REPAIR,True,0,42,1.0,292,main,False,ABSENT_cd271e18428318abb7b6,seen_sham,2azQ1b91cZZ,FAIL,REPAIR_1211,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu2_001/rollouts/0257,True,True,257,False,1211,FAIL,True,terminal_absent,task_A
REPAIR,True,0,43,0.118,59,control,False,ABSENT_cd271e18428318abb7b6,seen_sham,2azQ1b91cZZ,PASS,REPAIR_1209,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu3_001/rollouts/0258,True,False,258,True,1209,PASS,True,terminal_absent,task_T
ORIGINAL,True,0,43,0.322,161,control,False,ABSENT_cd271e18428318abb7b6,seen_sham,2azQ1b91cZZ,PASS,ORIGINAL_1210,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu3_001/rollouts/0259,True,False,259,True,1210,PASS,True,terminal_absent,task_T
REPAIR,True,0,43,0.322,161,control,False,ABSENT_cd271e18428318abb7b6,seen_sham,2azQ1b91cZZ,PASS,REPAIR_1210,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu3_001/rollouts/0260,True,False,260,True,1210,PASS,True,terminal_absent,task_T
ORIGINAL,True,0,43,1.0,138,control,False,ABSENT_cd271e18428318abb7b6,seen_sham,2azQ1b91cZZ,FAIL,ORIGINAL_1211,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu3_001/rollouts/0261,True,True,261,False,1211,FAIL,True,terminal_absent,task_T
REPAIR,True,0,43,1.0,138,control,False,ABSENT_cd271e18428318abb7b6,seen_sham,2azQ1b91cZZ,FAIL,REPAIR_1211,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu3_001/rollouts/0262,True,True,262,False,1211,FAIL,True,terminal_absent,task_T
ORIGINAL,True,0,43,0.118,59,control,False,ABSENT_cd271e18428318abb7b6,seen_sham,2azQ1b91cZZ,PASS,ORIGINAL_1209,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu3_001/rollouts/0263,True,False,263,True,1209,PASS,True,terminal_absent,task_T
ORIGINAL,True,0,44,0.358,179,main,False,ABSENT_cd271e18428318abb7b6,missing,2azQ1b91cZZ,PASS,ORIGINAL_1210,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu4_001/rollouts/0264,True,False,264,True,1210,PASS,True,terminal_absent,task_A
REPAIR,True,0,44,0.358,179,main,False,ABSENT_cd271e18428318abb7b6,missing,2azQ1b91cZZ,PASS,REPAIR_1210,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu4_001/rollouts/0265,True,False,265,True,1210,PASS,True,terminal_absent,task_A
ORIGINAL,True,0,44,1.0,290,main,False,ABSENT_cd271e18428318abb7b6,missing,2azQ1b91cZZ,FAIL,ORIGINAL_1211,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu4_001/rollouts/0266,True,True,266,False,1211,FAIL,True,terminal_absent,task_A
REPAIR,True,0,44,1.0,296,main,False,ABSENT_cd271e18428318abb7b6,missing,2azQ1b91cZZ,FAIL,REPAIR_1211,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu4_001/rollouts/0267,True,True,267,False,1211,FAIL,True,terminal_absent,task_A
ORIGINAL,True,0,44,1.0,79,main,False,ABSENT_cd271e18428318abb7b6,missing,2azQ1b91cZZ,FAIL,ORIGINAL_1209,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu4_001/rollouts/0268,True,True,268,False,1209,FAIL,True,terminal_absent,task_A
REPAIR,True,0,44,1.0,79,main,False,ABSENT_cd271e18428318abb7b6,missing,2azQ1b91cZZ,FAIL,REPAIR_1209,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu4_001/rollouts/0269,True,True,269,False,1209,FAIL,True,terminal_absent,task_A
REPAIR,True,1,45,1.0,500,control,True,ABSENT_cd271e18428318abb7b6,missing,2azQ1b91cZZ,UNKNOWN,REPAIR_1210,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu5_001/rollouts/0270,True,False,270,False,1210,FAIL,False,terminal_absent,task_T
ORIGINAL,True,0,45,1.0,140,control,False,ABSENT_cd271e18428318abb7b6,missing,2azQ1b91cZZ,FAIL,ORIGINAL_1211,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu5_001/rollouts/0271,True,True,271,False,1211,FAIL,True,terminal_absent,task_T
REPAIR,True,0,45,1.0,140,control,False,ABSENT_cd271e18428318abb7b6,missing,2azQ1b91cZZ,FAIL,REPAIR_1211,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu5_001/rollouts/0272,True,True,272,False,1211,FAIL,True,terminal_absent,task_T
ORIGINAL,True,0,45,0.118,59,control,False,ABSENT_cd271e18428318abb7b6,missing,2azQ1b91cZZ,PASS,ORIGINAL_1209,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu5_001/rollouts/0273,True,False,273,True,1209,PASS,True,terminal_absent,task_T
REPAIR,True,0,45,0.118,59,control,False,ABSENT_cd271e18428318abb7b6,missing,2azQ1b91cZZ,PASS,REPAIR_1209,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu5_001/rollouts/0274,True,False,274,True,1209,PASS,True,terminal_absent,task_T
ORIGINAL,True,1,45,1.0,500,control,True,ABSENT_cd271e18428318abb7b6,missing,2azQ1b91cZZ,UNKNOWN,ORIGINAL_1210,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu5_001/rollouts/0275,True,False,275,False,1210,FAIL,False,terminal_absent,task_T
ORIGINAL,True,0,46,1.0,288,main,False,ABSENT_cd271e18428318abb7b6,missing_sham,2azQ1b91cZZ,FAIL,ORIGINAL_1211,IDENT_b5282c87ae6ba1f6f5a4,research/continuation_memory_v1/evidence_state_policy_v1/event_action_preservation_v1/runs/preserve_001/evaluate/session_gpu6_001/rollouts/0276,True,True,276,False,1211,FAIL,True,terminal_absent,task_A
